id_articolo,url_articolo,titolo,data_pubblicazione_iso,n_words_body
us-news/2025/dec/11/ice-fbi-legal-chaos,https://www.theguardian.com/us-news/2025/dec/11/ice-fbi-legal-chaos,Woman extradited to US to face charges immediately detained by ICE in ‘Kafkaesque’ twist,2025-12-11T21:48:37Z,433
world/2025/dec/11/us-wants-ukraine-to-withdraw-from-donbas-and-create-free-economic-zone-says-zelenskyy,https://www.theguardian.com/world/2025/dec/11/us-wants-ukraine-to-withdraw-from-donbas-and-create-free-economic-zone-says-zelenskyy,"US wants Ukraine to withdraw from Donbas and create ‘free economic zone’, says Zelenskyy ",2025-12-11T20:20:59Z,929
uk-news/2025/dec/11/uk-mps-facing-rising-number-of-phishing-attacks,https://www.theguardian.com/uk-news/2025/dec/11/uk-mps-facing-rising-number-of-phishing-attacks,UK MPs face rise in phishing attacks on messaging apps,2025-12-11T18:58:22Z,410
world/live/2025/dec/11/ukraine-war-meeting-coalition-donald-trump-europe-russia-latest-updates-news,https://www.theguardian.com/world/live/2025/dec/11/ukraine-war-meeting-coalition-donald-trump-europe-russia-latest-updates-news,"US pushing Ukraine to withdraw from Donbas and create ‘free economic zone’, says Zelenskyy – as it happened",2025-12-11T17:45:52Z,6816
politics/live/2025/dec/11/uk-politics-latest-news-updates-labour-conservatives-house-of-lords,https://www.theguardian.com/politics/live/2025/dec/11/uk-politics-latest-news-updates-labour-conservatives-house-of-lords,UK politics: No 10 brushes off claims Streeting’s criticism of ‘technocratic approach’ refers to Starmer –as it happened,2025-12-11T17:24:24Z,6807
business/live/2025/dec/11/oracle-shares-slide-earnings-ai-bubble-stock-markets-bank-of-england-business-live-news-updates,https://www.theguardian.com/business/live/2025/dec/11/oracle-shares-slide-earnings-ai-bubble-stock-markets-bank-of-england-business-live-news-updates,Green biotech firms to open factories at Grangemouth; Oracle shares tumble 15% after results disappoint – as it happened,2025-12-11T17:02:49Z,4290
politics/2025/dec/11/asked-about-the-donalds-national-security-strategy-the-commons-was-remarkable-for-its-absences,https://www.theguardian.com/politics/2025/dec/11/asked-about-the-donalds-national-security-strategy-the-commons-was-remarkable-for-its-absences,Trump wants to destabilise European democracy. Where on earth is parliament?,2025-12-11T16:56:31Z,1050
world/2025/dec/11/germany-afghanistan-u-turn-migration-pakistan,https://www.theguardian.com/world/2025/dec/11/germany-afghanistan-u-turn-migration-pakistan,Germany drops promise to resettle hundreds of Afghans,2025-12-11T16:54:12Z,631
world/2025/dec/11/spain-ruling-socialist-party-sexual-misconduct-senior-men-psoe-pedro-sanchez,https://www.theguardian.com/world/2025/dec/11/spain-ruling-socialist-party-sexual-misconduct-senior-men-psoe-pedro-sanchez,Spain’s ruling socialist party accused of failing to act on sexual misconduct by senior men,2025-12-11T15:04:54Z,732
uk-news/2025/dec/11/us-extreme-rightwing-tropes-1930s-british-mps-donald-trump-keir-starmer,https://www.theguardian.com/uk-news/2025/dec/11/us-extreme-rightwing-tropes-1930s-british-mps-donald-trump-keir-starmer,"US engaging in ‘extreme rightwing tropes’ reminiscent of 1930s, British MPs warn",2025-12-11T13:35:26Z,634
commentisfree/2025/dec/11/jared-kushner-paramount-warner-bros-deal,https://www.theguardian.com/commentisfree/2025/dec/11/jared-kushner-paramount-warner-bros-deal,Jared Kushner – and three Arab monarchies – are at the heart of the Paramount-WBD bid,2025-12-11T11:00:14Z,1397
world/2025/dec/11/eyewitness-viktoriia-roshchyna-final-days-ukraine-russia,https://www.theguardian.com/world/2025/dec/11/eyewitness-viktoriia-roshchyna-final-days-ukraine-russia,"‘She was very, very thin’: witness tells of Ukrainian journalist’s final days in Russian prison",2025-12-11T10:46:56Z,1077
world/2025/dec/11/after-the-rain-film-ukrainian-children-rescued-from-russia,https://www.theguardian.com/world/2025/dec/11/after-the-rain-film-ukrainian-children-rescued-from-russia,‘It’s not going to be some miraculous recovery’: film charts healing of Ukrainian children rescued from Russia,2025-12-11T05:00:58Z,884
us-news/live/2025/dec/10/trump-us-politics-live-updates,https://www.theguardian.com/us-news/live/2025/dec/10/trump-us-politics-live-updates,US forces seize oil tanker in what Venezuela government calls ‘act of international piracy’– as it happened,2025-12-11T02:52:09Z,5127
world/2025/dec/11/ukraine-war-briefing-kyivs-sbu-cripples-shadow-fleet-tanker-in-black-sea,https://www.theguardian.com/world/2025/dec/11/ukraine-war-briefing-kyivs-sbu-cripples-shadow-fleet-tanker-in-black-sea,Ukraine war briefing: Kyiv’s SBU cripples shadow fleet tanker in Black Sea,2025-12-11T02:21:43Z,756
us-news/2025/dec/10/us-house-defense-bill-military-programs,https://www.theguardian.com/us-news/2025/dec/10/us-house-defense-bill-military-programs,US House passes bill authorizing $900bn for military programs,2025-12-11T02:18:31Z,873
us-news/2025/dec/11/us-house-passes-bill-to-bolster-europes-defence-in-apparent-rebuke-to-trumps-foreign-policy-strategy,https://www.theguardian.com/us-news/2025/dec/11/us-house-passes-bill-to-bolster-europes-defence-in-apparent-rebuke-to-trumps-foreign-policy-strategy,"US House passes bill to bolster Europe’s defence, in apparent rebuke to Trump’s foreign policy strategy",2025-12-11T01:48:55Z,597
us-news/2025/dec/10/i-have-eyes-i-have-ears,https://www.theguardian.com/us-news/2025/dec/10/i-have-eyes-i-have-ears,Trump continues to sow chaos and division after winning Fifa peace prize,2025-12-10T21:00:47Z,823
world/2025/dec/10/coalition-willing-nations-war-ukraine-keir-starmer-emmanuel-macron,https://www.theguardian.com/world/2025/dec/10/coalition-willing-nations-war-ukraine-keir-starmer-emmanuel-macron,Ukraine war: Trump criticises European leaders on eve of crunch coalition meeting,2025-12-10T18:44:32Z,921
world/live/2025/dec/10/volodymyr-zelenskyy-ukraine-election-russia-europe-latest-news-updates,https://www.theguardian.com/world/live/2025/dec/10/volodymyr-zelenskyy-ukraine-election-russia-europe-latest-news-updates,"Starmer, Merz and Macron take phone call with Trump on Ukraine peace talks – as it happened",2025-12-10T18:43:12Z,5695
politics/live/2025/dec/10/pmqs-latest-news-updates-rachel-reeves-treasury-committee-keir-starmer-kemi-badenoch,https://www.theguardian.com/politics/live/2025/dec/10/pmqs-latest-news-updates-rachel-reeves-treasury-committee-keir-starmer-kemi-badenoch,"No 10 publishes list of 34 new political peerages including 25 Labour, five Liberal Democrats and three Conservatives – as it happened",2025-12-10T18:15:57Z,10164
uk-news/2025/dec/10/british-solider-killed-on-duty-in-ukraine-named-at-lcpl-george-hooley,https://www.theguardian.com/uk-news/2025/dec/10/british-solider-killed-on-duty-in-ukraine-named-at-lcpl-george-hooley,‘He served with honour’: Starmer pays tribute to British soldier killed in Ukraine,2025-12-10T17:52:42Z,544
business/live/2025/dec/10/elon-musk-spacex-one-point-five-trillion-valuation-silver-record-stock-markets-federal-reserve-business-live-news-updates,https://www.theguardian.com/business/live/2025/dec/10/elon-musk-spacex-one-point-five-trillion-valuation-silver-record-stock-markets-federal-reserve-business-live-news-updates,Evoke considers sale or break-up after budget tax hikes; SpaceX aims for $1.7tn valuation – as it happened,2025-12-10T16:46:14Z,2923
world/2025/dec/10/donald-trump-europe-leaders-this-is-europe,https://www.theguardian.com/world/2025/dec/10/donald-trump-europe-leaders-this-is-europe,‘Stop sucking up to Trump’: US threat to meddle in Europe is fuelling pressure for a collective push-back,2025-12-10T15:30:22Z,1018
world/2025/dec/10/eu-proposes-exempting-ai-gigafactories-from-environmental-assessments,https://www.theguardian.com/world/2025/dec/10/eu-proposes-exempting-ai-gigafactories-from-environmental-assessments,EU proposes loosening rules on AI gigafactories in green rollback,2025-12-10T14:18:08Z,636
uk-news/2025/dec/10/uk-joins-call-for-europes-human-rights-laws-to-be-constrained,https://www.theguardian.com/uk-news/2025/dec/10/uk-joins-call-for-europes-human-rights-laws-to-be-constrained,UK joins call for Europe’s human rights laws to be ‘constrained’,2025-12-10T14:13:45Z,875
world/2025/dec/10/nato-russia-finland-border-lapland-santa-park,https://www.theguardian.com/world/2025/dec/10/nato-russia-finland-border-lapland-santa-park,Santa at war: ‘home’ town in Finland hosts Nato soldiers as Russian threat looms,2025-12-10T12:39:20Z,1357
us-news/2025/dec/10/first-thing-zelenskyy-ready-for-elections-after-trump-questions-ukrainian-democracy,https://www.theguardian.com/us-news/2025/dec/10/first-thing-zelenskyy-ready-for-elections-after-trump-questions-ukrainian-democracy,First Thing: Zelenskyy ‘ready for elections’ after Trump questions Ukrainian democracy,2025-12-10T11:44:39Z,1035
commentisfree/2025/dec/10/eurovision-campy-joy-now-cynical-way-whitewash-war,https://www.theguardian.com/commentisfree/2025/dec/10/eurovision-campy-joy-now-cynical-way-whitewash-war,Eurovision used to be a campy joy – but it has become a cynical way to whitewash war,2025-12-10T11:00:05Z,439
commentisfree/2025/dec/10/pomp-vladimir-putin-visit-delhi-weak-india-russia-relationship,https://www.theguardian.com/commentisfree/2025/dec/10/pomp-vladimir-putin-visit-delhi-weak-india-russia-relationship,Look behind the pomp of Putin’s New Delhi visit. The India-Russia relationship has weakened,2025-12-10T10:00:54Z,994
world/2025/dec/10/wednesday-briefing-why-is-ai-becoming-the-go-to-support-for-our-childrens-mental-health,https://www.theguardian.com/world/2025/dec/10/wednesday-briefing-why-is-ai-becoming-the-go-to-support-for-our-childrens-mental-health,Wednesday briefing: Why is AI becoming the go-to support for our children’s mental health?,2025-12-10T06:53:18Z,2184
commentisfree/2025/dec/10/tory-kemi-badenoch-nigel-farage-democracy-britain,https://www.theguardian.com/commentisfree/2025/dec/10/tory-kemi-badenoch-nigel-farage-democracy-britain,A braver Tory leader than Badenoch would dare to call out Farage’s bogus patriotism,2025-12-10T06:00:44Z,1274
us-news/2025/dec/10/trump-news-at-a-glance-president-hints-at-abandoning-ukraine-rambles-about-weak-europe,https://www.theguardian.com/us-news/2025/dec/10/trump-news-at-a-glance-president-hints-at-abandoning-ukraine-rambles-about-weak-europe,"Trump news at a glance: president hints at abandoning Ukraine, rambles about ‘weak’ Europe",2025-12-10T03:47:16Z,833
us-news/live/2025/dec/09/hegseth-rubio-venezuela-trump-tariffs-pennsylvania-nvidia-china-us-politics-latest-news-updates,https://www.theguardian.com/us-news/live/2025/dec/09/hegseth-rubio-venezuela-trump-tariffs-pennsylvania-nvidia-china-us-politics-latest-news-updates,Trump speech on affordability ramps up bigotry and false statements – as it happened,2025-12-10T02:54:02Z,7692
world/2025/dec/10/ukraine-war-briefing-pope-defends-europe-and-its-role-in-peace-talks-from-trump,https://www.theguardian.com/world/2025/dec/10/ukraine-war-briefing-pope-defends-europe-and-its-role-in-peace-talks-from-trump,Ukraine war briefing: Pope defends Europe – and its role in peace talks – from Trump,2025-12-10T01:59:27Z,1057
world/2025/dec/09/zelenskyy-ready-for-elections-after-trump-questions-ukrainian-democracy,https://www.theguardian.com/world/2025/dec/09/zelenskyy-ready-for-elections-after-trump-questions-ukrainian-democracy,Zelenskyy ‘ready for elections’ after Trump questions Ukrainian democracy,2025-12-09T22:09:46Z,573
australia-news/2025/dec/10/morning-mail-wednesday-ntwnfb,https://www.theguardian.com/australia-news/2025/dec/10/morning-mail-wednesday-ntwnfb,"Morning Mail: Social media ban begins, One Nation support rises again, Trump denounces ‘decaying’ Europe",2025-12-09T20:21:08Z,988
commentisfree/2025/dec/09/the-guardian-view-on-trump-and-europe-more-an-abusive-relationship-than-an-alliance,https://www.theguardian.com/commentisfree/2025/dec/09/the-guardian-view-on-trump-and-europe-more-an-abusive-relationship-than-an-alliance,The Guardian view on Trump and Europe: more an abusive relationship than an alliance,2025-12-09T18:49:32Z,590
world/2025/dec/09/member-uk-armed-forces-killed-accident-ukraine-mod,https://www.theguardian.com/world/2025/dec/09/member-uk-armed-forces-killed-accident-ukraine-mod,"Member of UK armed forces killed in ‘tragic accident’ in Ukraine, says MoD",2025-12-09T18:30:34Z,416
politics/live/2025/dec/09/labour-conservatives-reform-lib-dems-brexit-covid-uk-politics-latest-news-updates,https://www.theguardian.com/politics/live/2025/dec/09/labour-conservatives-reform-lib-dems-brexit-covid-uk-politics-latest-news-updates,Davey claims ‘historic victory’ for Lib Dems after tokenistic vote in favour of customs union with EU – as it happened,2025-12-09T17:32:27Z,8025
us-news/2025/dec/09/trump-europe-national-security-strategy,https://www.theguardian.com/us-news/2025/dec/09/trump-europe-national-security-strategy,New Trump doctrine identifies ‘weak’ Europe’s problem: not enough racism,2025-12-09T17:27:15Z,625
commentisfree/2025/dec/09/donald-trump-finally-won-peace-prize-fifa-five-other-awards-he-should-win,https://www.theguardian.com/commentisfree/2025/dec/09/donald-trump-finally-won-peace-prize-fifa-five-other-awards-he-should-win,"Donald Trump has finally won a peace prize – from Fifa, no less. Here are five other awards he should win",2025-12-09T17:24:32Z,826
us-news/2025/dec/09/trump-hints-walking-away-ukraine-calls-europe-weak-decaying,https://www.theguardian.com/us-news/2025/dec/09/trump-hints-walking-away-ukraine-calls-europe-weak-decaying,Trump lambasts ‘weak’ and ‘decaying’ Europe and hints at walking away from Ukraine,2025-12-09T16:36:45Z,1019
world/live/2025/dec/09/ukraine-russia-lithuania-czech-republic-france-europe-latest-news-updates,https://www.theguardian.com/world/live/2025/dec/09/ukraine-russia-lithuania-czech-republic-france-europe-latest-news-updates,"Ukraine and Europe will be ready to present ‘refined’ peace plan to US ‘in near future’, Zelenskyy says – as it happened",2025-12-09T16:30:09Z,4701
culture/2025/dec/09/jon-stewart-trump-fifa-peace-prize,https://www.theguardian.com/culture/2025/dec/09/jon-stewart-trump-fifa-peace-prize,Jon Stewart on Fifa’s peace prize: ‘An entirely fictitious golden butt plug’,2025-12-09T15:48:15Z,1118
us-news/2025/dec/09/first-thing-us-civic-health-rating-downgraded-restrictive-trump-actions,https://www.theguardian.com/us-news/2025/dec/09/first-thing-us-civic-health-rating-downgraded-restrictive-trump-actions,First Thing: US civic health rating downgraded after year of ‘restrictive‘ Trump actions,2025-12-09T12:59:41Z,1070
world/2025/dec/09/tuesday-briefing-fifa-world-cup-2026-donald-trump-us-mexico-canada,https://www.theguardian.com/world/2025/dec/09/tuesday-briefing-fifa-world-cup-2026-donald-trump-us-mexico-canada,Tuesday briefing: Is next year’s XXL World Cup an expansion too far?,2025-12-09T06:51:13Z,2572
us-news/live/2025/dec/08/donald-trump-pete-hegseth-defense-security-indiana-us-politics-live-news-updates,https://www.theguardian.com/us-news/live/2025/dec/08/donald-trump-pete-hegseth-defense-security-indiana-us-politics-live-news-updates,Trump confirms $12bn in assistance for American farmers amid concerns over trade and high prices – as it happened,2025-12-09T02:27:19Z,7698
world/2025/dec/09/ukraine-war-briefing-donbas-cowboy-russians-jailed-for-killing-us-volunteer-on-their-side,https://www.theguardian.com/world/2025/dec/09/ukraine-war-briefing-donbas-cowboy-russians-jailed-for-killing-us-volunteer-on-their-side,Ukraine war briefing: ‘Donbas Cowboy’ – Russians jailed for killing US volunteer on their side,2025-12-09T02:22:04Z,791
politics/2025/dec/08/foreign-states-ai-videos-support-ukraine-yvette-cooper,https://www.theguardian.com/politics/2025/dec/08/foreign-states-ai-videos-support-ukraine-yvette-cooper,"Foreign states using AI videos to undermine support for Ukraine, says Yvette Cooper",2025-12-08T22:30:50Z,520
world/2025/dec/08/european-leaders-rally-behind-ukraine-in-downing-street-talks,https://www.theguardian.com/world/2025/dec/08/european-leaders-rally-behind-ukraine-in-downing-street-talks,European leaders rally behind Ukraine in Downing Street talks,2025-12-08T20:02:22Z,907
australia-news/2025/dec/09/morning-mail-tuesday-ntwnfb,https://www.theguardian.com/australia-news/2025/dec/09/morning-mail-tuesday-ntwnfb,"Morning Mail: ‘Expect the unexpected’ in bushfire season, Farrell travel questions, Joel Edgerton’s Globe nomination",2025-12-08T19:53:11Z,949
world/live/2025/dec/08/ukraine-zelenskyy-starmer-merz-macron-london-trump-russia-europe-news-latest-updates,https://www.theguardian.com/world/live/2025/dec/08/ukraine-zelenskyy-starmer-merz-macron-london-trump-russia-europe-news-latest-updates,Ukraine war live: Number 10 says Europe must ‘ramp up’ economic pressure on Russia after Zelenskyy meeting – as it happened,2025-12-08T19:08:48Z,4487
commentisfree/2025/dec/08/the-guardian-view-on-britains-post-american-drift-a-crisis-of-purpose-and-power,https://www.theguardian.com/commentisfree/2025/dec/08/the-guardian-view-on-britains-post-american-drift-a-crisis-of-purpose-and-power,The Guardian view on Britain’s post-American drift: a crisis of purpose and power,2025-12-08T18:08:27Z,590
politics/live/2025/dec/08/labour-leadership-keir-starmer-conservatives-live-updates,https://www.theguardian.com/politics/live/2025/dec/08/labour-leadership-keir-starmer-conservatives-live-updates,No 10 declines to comment on White House claim that Europe facing ‘civilisational erasure’ – as it happened ,2025-12-08T17:49:43Z,6340
world/2025/dec/08/ukraine-peace-deal-trump-zelenskyy-not-ready,https://www.theguardian.com/world/2025/dec/08/ukraine-peace-deal-trump-zelenskyy-not-ready,Zelenskyy meets European leaders in London for talks on ending Ukraine war,2025-12-08T16:30:21Z,986
us-news/2025/dec/08/donald-trump-difference-making-deal-and-making-peace,https://www.theguardian.com/us-news/2025/dec/08/donald-trump-difference-making-deal-and-making-peace,Trump appears not to know the difference between making a deal and making peace,2025-12-08T15:33:39Z,654
us-news/2025/dec/08/first-thing-zelenskyy-european-leaders-london-talks-ending-ukraine-war,https://www.theguardian.com/us-news/2025/dec/08/first-thing-zelenskyy-european-leaders-london-talks-ending-ukraine-war,First Thing: Zelenskyy to meet European leaders in London for talks on ending Ukraine war,2025-12-08T13:41:13Z,1017
us-news/2025/dec/08/trump-administration-news-update-today-latest,https://www.theguardian.com/us-news/2025/dec/08/trump-administration-news-update-today-latest,Trump news at a glance: Key Republican backs release of video of strike on alleged drug boat,2025-12-08T12:11:03Z,795
australia-news/2025/dec/08/pure-political-pork-labor-withdraws-power-bill-subsidies-as-treasurer-forecasts-difficult-budget-decisions,https://www.theguardian.com/australia-news/2025/dec/08/pure-political-pork-labor-withdraws-power-bill-subsidies-as-treasurer-forecasts-difficult-budget-decisions,‘Pure political pork’: government ends energy bill rebate as treasurer flags ‘difficult’ budget decisions,2025-12-08T07:47:33Z,574
film/2025/dec/08/who-if-not-us-the-fight-for-democracy-in-belarus-review-activists-display-their-defiance,https://www.theguardian.com/film/2025/dec/08/who-if-not-us-the-fight-for-democracy-in-belarus-review-activists-display-their-defiance,"Who, If Not Us? The Fight for Democracy in Belarus review – activists display their defiance",2025-12-08T07:00:45Z,359
world/2025/dec/08/monday-briefing-how-this-years-guardian-charity-appeal-champions-the-best-of-british-values,https://www.theguardian.com/world/2025/dec/08/monday-briefing-how-this-years-guardian-charity-appeal-champions-the-best-of-british-values,Monday briefing: How this year’s Guardian charity appeal​ champions the best of British values,2025-12-08T06:47:21Z,1912
commentisfree/2025/dec/08/trump-doctrine-europe-us-coercion-economic,https://www.theguardian.com/commentisfree/2025/dec/08/trump-doctrine-europe-us-coercion-economic,"Trump’s new doctrine confirms it. Ready or not, Europe is on its own",2025-12-08T05:00:43Z,880
world/ng-interactive/2025/dec/08/id-defend-our-nation-poles-prepare-for-growing-threat-of-war,https://www.theguardian.com/world/ng-interactive/2025/dec/08/id-defend-our-nation-poles-prepare-for-growing-threat-of-war,‘I’d defend our nation’: Poles prepare for growing threat of war,2025-12-08T05:00:42Z,1445
film/2025/dec/08/seymour-hersh-earth-shattering-exposes-my-lai-abu-ghraib-cover-up,https://www.theguardian.com/film/2025/dec/08/seymour-hersh-earth-shattering-exposes-my-lai-abu-ghraib-cover-up,‘He’s a son of a bitch – but he’s usually right’: why did Seymour Hersh quit the film about his earth-shattering exposés?,2025-12-08T05:00:41Z,1550
world/2025/dec/08/ukraine-war-briefing-peace-talks-with-us-constructive-but-not-easy-says-zelenskyy,https://www.theguardian.com/world/2025/dec/08/ukraine-war-briefing-peace-talks-with-us-constructive-but-not-easy-says-zelenskyy,"Ukraine war briefing: Peace talks with US constructive but ‘not easy’, says Zelenskyy",2025-12-08T01:39:48Z,541
politics/2025/dec/07/uk-corruption-crackdown-david-lammy-dirty-money,https://www.theguardian.com/politics/2025/dec/07/uk-corruption-crackdown-david-lammy-dirty-money,"UK will not be haven for dirty money, Lammy to say in corruption crackdown",2025-12-07T22:30:33Z,658
australia-news/2025/dec/08/morning-mail-monday-ntwnfb,https://www.theguardian.com/australia-news/2025/dec/08/morning-mail-monday-ntwnfb,"Morning Mail: turmoil at NT Indigenous school, concern over ‘useless’ iron supplements, Norris takes F1 title",2025-12-07T19:45:22Z,941
world/2025/dec/07/kremlin-hails-trump-national-security-strategy-as-aligned-with-russia-vision,https://www.theguardian.com/world/2025/dec/07/kremlin-hails-trump-national-security-strategy-as-aligned-with-russia-vision,Kremlin hails Trump’s national security strategy as aligned with Russia’s vision,2025-12-07T16:27:51Z,737
world/2025/dec/07/disarming-hamas-should-not-first-task-gaza-stabilisation-force-turkey-says,https://www.theguardian.com/world/2025/dec/07/disarming-hamas-should-not-first-task-gaza-stabilisation-force-turkey-says,"Disarming Hamas should not be first task of Gaza stabilisation force, Turkey says",2025-12-07T16:13:30Z,885
politics/2025/dec/07/farage-bloc-meps-alleged-to-have-followed-russian-assets-script-ukip-brexit-party,https://www.theguardian.com/politics/2025/dec/07/farage-bloc-meps-alleged-to-have-followed-russian-assets-script-ukip-brexit-party,Three more Farage bloc MEPs alleged to have followed Russian asset’s script,2025-12-07T15:35:57Z,1115
commentisfree/2025/dec/07/ukraine-is-facing-a-painful-choice,https://www.theguardian.com/commentisfree/2025/dec/07/ukraine-is-facing-a-painful-choice,Ukraine is facing a painful choice,2025-12-07T14:00:25Z,858
us-news/2025/dec/07/us-may-end-support-for-ukraine-war-effort-says-donald-trump-jr,https://www.theguardian.com/us-news/2025/dec/07/us-may-end-support-for-ukraine-war-effort-says-donald-trump-jr,"US may end support for Ukraine war effort, says Donald Trump Jr",2025-12-07T13:44:27Z,440
world/2025/dec/07/hostile-powers-spying-universities-canada-former-security-chief,https://www.theguardian.com/world/2025/dec/07/hostile-powers-spying-universities-canada-former-security-chief,"Hostile powers sending spies to west’s universities, says former security chief",2025-12-07T09:00:17Z,836
commentisfree/2025/dec/07/putin-accept-trump-deal-russia-economy-ukraine-war,https://www.theguardian.com/commentisfree/2025/dec/07/putin-accept-trump-deal-russia-economy-ukraine-war,Putin should have accepted Trump’s deal. Now Russia’s collapsing economy could lead to his downfall,2025-12-07T08:00:16Z,981
news/ng-interactive/2025/dec/07/what-choice-do-we-have-no-end-in-sight-for-ukraines-war-weary-frontline-troops,https://www.theguardian.com/news/ng-interactive/2025/dec/07/what-choice-do-we-have-no-end-in-sight-for-ukraines-war-weary-frontline-troops,‘What choice do we have?’: no end in sight for Ukraine’s war-weary frontline troops,2025-12-07T06:00:14Z,1273
world/2025/dec/07/ukraine-war-briefing-with-no-miami-breakthrough-zelenskyy-turns-to-european-allies,https://www.theguardian.com/world/2025/dec/07/ukraine-war-briefing-with-no-miami-breakthrough-zelenskyy-turns-to-european-allies,"Ukraine war briefing: With no Miami breakthrough, Zelenskyy turns to European allies",2025-12-07T01:53:37Z,766
uk-news/2025/dec/06/zelenskyy-to-meet-starmer-at-downing-street-to-discuss-us-draft-peace-deal,https://www.theguardian.com/uk-news/2025/dec/06/zelenskyy-to-meet-starmer-at-downing-street-to-discuss-us-draft-peace-deal,Zelenskyy to meet Starmer at Downing Street to discuss US draft peace deal,2025-12-06T17:46:24Z,626
world/live/2025/dec/06/eu-europe-latest-news-updates-russia-ukraine-war,https://www.theguardian.com/world/live/2025/dec/06/eu-europe-latest-news-updates-russia-ukraine-war,EU says US ‘still our biggest ally’ despite release of policy paper supporting Europe’s far-right – as it happened,2025-12-06T12:30:09Z,1050
world/2025/dec/06/russia-overnight-attacks-across-ukraine-miami-peace-talks-continue,https://www.theguardian.com/world/2025/dec/06/russia-overnight-attacks-across-ukraine-miami-peace-talks-continue,Russia launches attacks across Ukraine as Miami peace talks continue ,2025-12-06T12:27:18Z,465
world/2025/dec/06/harbadus-attacks-andvaria-cyber-war-game-tests-nato-defences-against-russia,https://www.theguardian.com/world/2025/dec/06/harbadus-attacks-andvaria-cyber-war-game-tests-nato-defences-against-russia,Harbadus attacks Andvaria: cyber war game tests Nato defences against Russia,2025-12-06T09:00:47Z,1147
world/2025/dec/06/ukraine-war-briefing-progress-depends-on-russian-taking-peace-talks-seriously-say-washington-and-kyiv,https://www.theguardian.com/world/2025/dec/06/ukraine-war-briefing-progress-depends-on-russian-taking-peace-talks-seriously-say-washington-and-kyiv,"Ukraine war briefing: Progress depends on Russia taking peace talks seriously, say Washington and Kyiv",2025-12-06T07:50:02Z,734
world/2025/dec/06/swedish-navy-chief-russia-baltic-presence-ukraine-peace,https://www.theguardian.com/world/2025/dec/06/swedish-navy-chief-russia-baltic-presence-ukraine-peace,Swedish navy encountering Russian submarines ‘almost weekly’ – and more could be on the way,2025-12-06T07:00:48Z,525
world/2025/dec/06/chornobyl-disaster-shelter-no-longer-blocks-radiation-and-needs-major-repair-iaea,https://www.theguardian.com/world/2025/dec/06/chornobyl-disaster-shelter-no-longer-blocks-radiation-and-needs-major-repair-iaea, Bombed Chornobyl shelter no longer blocks radiation and needs major repair – IAEA,2025-12-06T05:52:39Z,365
us-news/live/2025/dec/05/trump-pete-hegseth-signal-politics-updates,https://www.theguardian.com/us-news/live/2025/dec/05/trump-pete-hegseth-signal-politics-updates,"Suspected smuggling boat struck twice by military was reportedly moving drugs to South American country, not US –as it happened",2025-12-06T02:58:27Z,7872
world/2025/dec/05/no-mistrust-between-europe-and-us-over-ukraine-macron-says,https://www.theguardian.com/world/2025/dec/05/no-mistrust-between-europe-and-us-over-ukraine-macron-says,"‘No mistrust’ between Europe and US over Ukraine, Macron says",2025-12-06T00:43:37Z,738
us-news/2025/dec/05/civilisational-erasure-us-strategy-document-appears-to-echo-far-right-conspiracy-theories-about-europe,https://www.theguardian.com/us-news/2025/dec/05/civilisational-erasure-us-strategy-document-appears-to-echo-far-right-conspiracy-theories-about-europe,‘Cultivate resistance’: policy paper lays bare Trump support for Europe’s far right,2025-12-05T22:55:35Z,891
football/2025/dec/05/world-cup-draw-group-by-group-analysis-for-the-2026-tournament,https://www.theguardian.com/football/2025/dec/05/world-cup-draw-group-by-group-analysis-for-the-2026-tournament,World Cup draw: group-by-group analysis for the 2026 tournament,2025-12-05T22:09:38Z,2092
football/live/2025/dec/05/world-cup-2026-draw-updates-usa-mexico-canada,https://www.theguardian.com/football/live/2025/dec/05/world-cup-2026-draw-updates-usa-mexico-canada,"World Cup 2026 draw: England to meet Croatia, Brazil await Scotland, USA will face Australia – as it happened",2025-12-05T20:54:11Z,8176
football/2025/dec/05/world-cup-2026-draw-usa-australia-paraguay,https://www.theguardian.com/football/2025/dec/05/world-cup-2026-draw-usa-australia-paraguay,World Cup 2026 draw: USA to face Australia and Paraguay in group stage,2025-12-05T19:07:14Z,837
commentisfree/2025/dec/05/trump-administration-opening-fire-drowning-men,https://www.theguardian.com/commentisfree/2025/dec/05/trump-administration-opening-fire-drowning-men,The Trump administration sinks to a new low – opening fire on drowning men,2025-12-05T18:12:02Z,1412
football/2025/dec/05/fifa-peace-prize-trump-world-cup-infantino,https://www.theguardian.com/football/2025/dec/05/fifa-peace-prize-trump-world-cup-infantino,Trump awarded inaugural Fifa peace prize at World Cup draw in Washington,2025-12-05T17:53:10Z,825
world/live/2025/dec/05/vladimir-putin-narendra-modi-russia-india-us-ukraine-trade-latest-news-updates,https://www.theguardian.com/world/live/2025/dec/05/vladimir-putin-narendra-modi-russia-india-us-ukraine-trade-latest-news-updates,Macron denies warning Ukraine about potential US betrayal –  as it happened,2025-12-05T15:24:04Z,3220
world/2025/dec/05/german-mps-rubberstamp-military-service-plan-amid-school-pupil-protests,https://www.theguardian.com/world/2025/dec/05/german-mps-rubberstamp-military-service-plan-amid-school-pupil-protests,German MPs rubberstamp military service plan amid school pupil protests,2025-12-05T15:17:19Z,771
